MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
338168501,2023-06-30T05:46:35,29.29415,-94.85720,0.0,251.8,511.0,HPA FIREBOAT 3,,,90,0,,,,51,A
367170010,2023-06-30T05:46:52,29.31025,-94.87342,5.8,227.8,511.0,ST JUDE THADDEUS,,WDD6229,31,12,21,8,,57,A
367530790,2023-06-30T05:47:34,29.28446,-94.85684,0.0,228.9,511.0,DR DARK,,WDG3896,37,,20,,,,B
366812000,2023-06-30T05:47:28,29.29491,-94.85793,0.0,360.0,511.0,BRUTUS,,WDG5253,90,5,30,7,,70,A
338407582,2023-06-30T05:47:03,29.28239,-94.83919,1.6,329.7,31.0,A-TEAM,IMO0000000,,37,,19,6,,,B
367016010,2023-06-30T05:48:15,29.31198,-94.80337,0.0,360.0,511.0,HENRY T,,WDC3903,31,0,15,7,,31,A
367016010,2023-06-30T05:42:16,29.31201,-94.80336,0.0,360.0,511.0,HENRY T,,WDC3903,31,0,15,7,,31,A
368146810,2023-06-30T05:46:53,29.11049,-95.19699,3.0,44.8,43.0,PONTCHARTRAIN,,WDL6039,57,12,113,34,3.1,57,A
338407582,2023-06-30T05:48:09,29.28225,-94.83908,1.6,329.7,31.0,A-TEAM,IMO0000000,,37,,19,6,,,B
368071410,2023-06-30T05:47:55,29.04968,-95.22248,2.9,203.1,206.0,BILLY CENAC,,WDK6121,52,12,21,11,3.0,52,A
368145870,2023-06-30T05:47:00,29.13474,-95.17075,4.9,222.7,511.0,LILLIANNE D,,WDL5939,57,12,123,34,3.1,57,A
368119840,2023-06-30T05:48:30,29.28354,-94.85720,0.0,7.0,65.0,WRAPPED UP,IMO0000000,,37,,0,0,,,B
367157150,2023-06-30T05:46:52,29.29398,-94.85768,0.0,245.9,511.0,RMS CITATION,IMO8033584,WDG5250,90,5,50,12,3.4,25,A
367000450,2023-06-30T05:48:04,29.28450,-94.95612,5.4,259.6,259.0,WILLIAM D,,WDG2968,99,12,29,10,2.7,57,A
368148180,2023-06-30T05:47:04,29.30764,-94.82133,0.0,231.3,194.0,KAMI RENEE,,WDL6178,52,12,22,10,3.3,52,A
368052580,2023-06-30T05:47:56,29.30655,-94.82493,0.0,349.4,206.0,WOOD RIVER,IMO101233527,WDK4175,57,12,114,34,3.0,57,A
368146810,2023-06-30T05:42:13,29.10628,-95.20025,4.2,19.0,27.0,PONTCHARTRAIN,,WDL6039,57,12,113,34,3.1,57,A
368146810,2023-06-30T05:48:03,29.11108,-95.19625,2.4,48.0,42.0,PONTCHARTRAIN,,WDL6039,57,12,113,34,3.1,57,A
366687000,2023-06-30T05:47:55,29.29494,-94.85798,0.0,360.0,511.0,RMS ORION,,WDG5247,60,5,29,7,,60,A
368272520,2023-06-30T05:48:36,29.23759,-95.01959,4.6,43.1,48.0,ALYS,,WDN3530,31,12,23,9,3.4,57,A
367000450,2023-06-30T05:42:25,29.28598,-94.94664,5.4,263.6,259.0,WILLIAM D,,WDG2968,99,12,29,10,2.7,57,A
368071410,2023-06-30T05:50:15,29.04785,-95.22328,3.1,201.6,206.0,BILLY CENAC,,WDK6121,52,12,21,11,3.0,52,A
368071410,2023-06-30T05:49:14,29.04865,-95.22292,3.0,203.6,206.0,BILLY CENAC,,WDK6121,52,12,21,11,3.0,52,A
366845050,2023-06-30T05:49:50,29.31226,-94.80256,0.1,222.0,511.0,ERIN T,,WDII,60,0,29,7,,40,A
368611000,2023-06-30T05:48:15,29.29540,-94.85738,0.0,360.0,511.0,NEPTUNE,,WDG5258,90,5,32,7,,70,A
338253000,2023-06-30T05:48:37,29.29503,-94.85797,0.0,360.0,511.0,RMS TRITON,,WDG5261,60,5,30,7,,60,A
367113150,2023-06-30T05:48:09,29.06598,-95.21429,5.2,204.5,206.0,CHRIS PIKE,,WDD2269,31,0,26,9,,31,A
338744000,2023-06-30T05:47:19,29.29495,-94.85720,0.0,360.0,511.0,HERCULES,,WDG5248,90,5,32,7,,70,A
368145870,2023-06-30T05:48:10,29.13352,-95.17199,5.0,222.1,511.0,LILLIANNE D,,WDL5939,57,12,123,34,3.1,57,A
367008450,2023-06-30T05:48:18,29.17090,-95.11768,4.1,237.9,511.0,CAPT HERBERT,,WRG8848,31,0,19,7,,52,A
368076250,2023-06-30T05:49:47,29.09925,-95.20202,6.4,10.0,11.0,COASTAL RUNNER,,WDK6611,52,12,20,8,3.0,57,A
366874110,2023-06-30T05:43:22,29.31226,-94.80424,0.0,246.3,511.0,PETITE,IMO8769810,WDB2268,90,0,22,17,1.7,99,A
368052580,2023-06-30T05:43:17,29.30656,-94.82493,0.0,349.4,206.0,WOOD RIVER,IMO101233527,WDK4175,57,12,114,34,3.0,57,A
367016010,2023-06-30T05:49:45,29.31198,-94.80337,0.0,360.0,511.0,HENRY T,,WDC3903,31,0,15,7,,31,A
367690010,2023-06-30T05:49:43,29.21786,-95.03300,4.3,24.0,22.0,CAPT PRIMEAUX,,WDI3600,31,12,23,,,57,A
367771000,2023-06-30T05:48:30,29.30843,-94.80836,0.0,127.3,92.0,INNOVATION,IMO9542594,WDF4831,31,5,41,12,5.8,57,A
338407582,2023-06-30T05:49:51,29.28233,-94.83913,102.3,360.0,31.0,A-TEAM,IMO0000000,,37,,19,6,,,B
368146810,2023-06-30T05:50:53,29.11220,-95.19499,2.0,47.5,41.0,PONTCHARTRAIN,,WDL6039,57,12,113,34,3.1,57,A
367666920,2023-06-30T05:49:45,29.28502,-94.89748,4.8,70.8,64.0,BILL SEYMOUR,,WDH9328,31,12,27,,,31,A
368148180,2023-06-30T05:48:13,29.30767,-94.82136,0.0,231.3,194.0,KAMI RENEE,,WDL6178,52,12,22,10,3.3,52,A
338168501,2023-06-30T05:48:16,29.29417,-94.85716,0.0,251.8,511.0,HPA FIREBOAT 3,,,90,0,,,,51,A
367690010,2023-06-30T05:48:33,29.21657,-95.03365,4.3,22.9,22.0,CAPT PRIMEAUX,,WDI3600,31,12,23,,,57,A
367690010,2023-06-30T05:50:53,29.21918,-95.03236,4.4,22.1,22.0,CAPT PRIMEAUX,,WDI3600,31,12,23,,,57,A
338744000,2023-06-30T05:50:19,29.29495,-94.85721,0.0,360.0,511.0,HERCULES,,WDG5248,90,5,32,7,,70,A
368148180,2023-06-30T05:43:43,29.30765,-94.82130,0.0,234.1,194.0,KAMI RENEE,,WDL6178,52,12,22,10,3.3,52,A
367113150,2023-06-30T05:50:30,29.06285,-95.21589,5.4,202.0,202.0,CHRIS PIKE,,WDD2269,31,0,26,9,,31,A
366874110,2023-06-30T05:50:53,29.31231,-94.80420,0.0,243.5,511.0,PETITE,IMO8769810,WDB2268,90,0,22,17,1.7,99,A
367690010,2023-06-30T05:45:04,29.21293,-95.03533,4.0,39.1,21.0,CAPT PRIMEAUX,,WDI3600,31,12,23,,,57,A
366845050,2023-06-30T05:48:41,29.31223,-94.80254,0.1,226.0,511.0,ERIN T,,WDII,60,0,29,7,,40,A
367771000,2023-06-30T05:51:27,29.30840,-94.80836,0.0,127.3,92.0,INNOVATION,IMO9542594,WDF4831,31,5,41,12,5.8,57,A
366884150,2023-06-30T05:49:53,29.30527,-94.81893,0.0,250.1,189.0,MARTIN EXPRESS,IMO8644448,WDB3169,31,12,16,6,,57,A
367053160,2023-06-30T05:49:59,29.27743,-94.85467,0.0,241.9,511.0,COLONEL,,WCU3258,60,5,38,11,,67,A
368076250,2023-06-30T05:50:58,29.10132,-95.20160,6.4,9.0,9.0,COASTAL RUNNER,,WDK6611,52,12,20,8,3.0,57,A
367125100,2023-06-30T05:49:55,29.28049,-94.97481,5.2,225.5,511.0,CAPT TOM ECHOLS SR,,WDC3771,31,12,20,7,,31,A
368052580,2023-06-30T05:49:47,29.30655,-94.82492,0.0,349.4,206.0,WOOD RIVER,IMO101233527,WDK4175,57,12,114,34,3.0,57,A
368148180,2023-06-30T05:49:43,29.30765,-94.82135,0.0,231.3,195.0,KAMI RENEE,,WDL6178,52,12,22,10,3.3,52,A
367008450,2023-06-30T05:50:57,29.16898,-95.12077,4.5,234.0,511.0,CAPT HERBERT,,WRG8848,31,0,19,7,,52,A
367008450,2023-06-30T05:45:36,29.17250,-95.11425,4.6,249.9,511.0,CAPT HERBERT,,WRG8848,31,0,19,7,,52,A
338373465,2023-06-30T05:44:51,29.28414,-94.85755,0.0,14.3,77.0,LIONS DEN,IMO0000000,,37,,6,19,,,B
368199740,2023-06-30T05:50:16,29.29858,-94.84437,0.0,360.0,511.0,MARGARET K,IMO0691907,WDM3709,31,5,0,0,0.0,31,A
368146810,2023-06-30T05:45:43,29.10969,-95.19784,3.7,41.2,42.0,PONTCHARTRAIN,,WDL6039,57,12,113,34,3.1,57,A
368071410,2023-06-30T05:46:46,29.05053,-95.22200,3.0,205.7,209.0,BILLY CENAC,,WDK6121,52,12,21,11,3.0,52,A
366687000,2023-06-30T05:50:55,29.29492,-94.85798,0.0,360.0,511.0,RMS ORION,,WDG5247,60,5,29,7,,60,A
367170010,2023-06-30T05:45:31,29.31162,-94.87147,5.7,235.0,511.0,ST JUDE THADDEUS,,WDD6229,31,12,21,8,,57,A
338253000,2023-06-30T05:45:37,29.29503,-94.85798,0.0,360.0,511.0,RMS TRITON,,WDG5261,60,5,30,7,,60,A
368076250,2023-06-30T05:45:38,29.09217,-95.20333,6.3,10.0,10.0,COASTAL RUNNER,,WDK6611,52,12,20,8,3.0,57,A
367125100,2023-06-30T05:51:14,29.27917,-94.97654,5.5,231.2,511.0,CAPT TOM ECHOLS SR,,WDC3771,31,12,20,7,,31,A
368052580,2023-06-30T05:45:37,29.30655,-94.82491,0.0,349.4,206.0,WOOD RIVER,IMO101233527,WDK4175,57,12,114,34,3.0,57,A
367629590,2023-06-30T05:50:06,29.31188,-94.82427,0.0,49.5,247.0,CAPT WAYNE TAYLOR,,WDH5608,31,5,17,6,,57,A
338468415,2023-06-30T05:50:50,29.28009,-94.87595,0.0,360.0,511.0,GOOD NEWS,IMO0000000,,37,,17,6,,,B
367530790,2023-06-30T05:50:32,29.28446,-94.85683,0.0,218.3,511.0,DR DARK,,WDG3896,37,,20,,,,B
366845050,2023-06-30T05:45:10,29.31231,-94.80255,0.0,246.2,511.0,ERIN T,,WDII,60,0,29,7,,40,A
366845050,2023-06-30T05:51:01,29.31228,-94.80256,0.1,214.1,511.0,ERIN T,,WDII,60,0,29,7,,40,A
367666920,2023-06-30T05:45:38,29.28483,-94.90385,5.2,109.7,100.0,BILL SEYMOUR,,WDH9328,31,12,27,,,31,A
367690010,2023-06-30T05:46:13,29.21407,-95.03473,3.9,16.0,18.0,CAPT PRIMEAUX,,WDI3600,31,12,23,,,57,A
368145870,2023-06-30T05:51:00,29.13071,-95.17506,4.8,222.8,511.0,LILLIANNE D,,WDL5939,57,12,123,34,3.1,57,A
338168501,2023-06-30T05:50:25,29.29420,-94.85716,0.0,254.7,511.0,HPA FIREBOAT 3,,,90,0,,,,51,A
366812000,2023-06-30T05:50:58,29.29491,-94.85792,0.0,360.0,511.0,BRUTUS,,WDG5253,90,5,30,7,,70,A
368119840,2023-06-30T05:51:31,29.28354,-94.85724,0.0,7.0,65.0,WRAPPED UP,IMO0000000,,37,,0,0,,,B
367157150,2023-06-30T05:49:52,29.29397,-94.85768,0.0,245.9,511.0,RMS CITATION,IMO8033584,WDG5250,90,5,50,12,3.4,25,A
367016010,2023-06-30T05:46:54,29.31199,-94.80337,0.0,360.0,511.0,HENRY T,,WDC3903,31,0,15,7,,31,A
368146810,2023-06-30T05:52:02,29.11264,-95.19447,2.0,44.7,40.0,PONTCHARTRAIN,,WDL6039,57,12,113,34,3.1,57,A
367751160,2023-06-30T05:52:06,29.31309,-94.80980,0.0,287.9,190.0,CHARLIE C,,WDI9685,31,5,,,,57,A
338168501,2023-06-30T05:51:36,29.29419,-94.85717,0.0,255.0,511.0,HPA FIREBOAT 3,,,90,0,,,,51,A
367690010,2023-06-30T05:52:04,29.22050,-95.03171,4.4,25.3,20.0,CAPT PRIMEAUX,,WDI3600,31,12,23,,,57,A
368076250,2023-06-30T05:52:07,29.10332,-95.20125,6.3,6.0,13.0,COASTAL RUNNER,,WDK6611,52,12,20,8,3.0,57,A
367666920,2023-06-30T05:52:15,29.28629,-94.89477,3.2,56.4,57.0,BILL SEYMOUR,,WDH9328,31,12,27,,,31,A
367016010,2023-06-30T05:51:56,29.31198,-94.80337,0.0,360.0,511.0,HENRY T,,WDC3903,31,0,15,7,,31,A
367000450,2023-06-30T05:52:05,29.28351,-94.96290,5.3,255.8,257.0,WILLIAM D,,WDG2968,99,12,29,10,2.7,57,A
367170010,2023-06-30T05:52:11,29.30427,-94.88097,6.2,222.3,511.0,ST JUDE THADDEUS,,WDD6229,31,12,21,8,,57,A
368071410,2023-06-30T05:51:25,29.04692,-95.22375,3.0,202.2,207.0,BILLY CENAC,,WDK6121,52,12,21,11,3.0,52,A
367113150,2023-06-30T05:47:01,29.06752,-95.21352,5.5,203.2,204.0,CHRIS PIKE,,WDD2269,31,0,26,9,,31,A
366812000,2023-06-30T05:49:48,29.29494,-94.85794,0.0,360.0,511.0,BRUTUS,,WDG5253,90,5,30,7,,70,A
367032830,2023-06-30T05:49:48,29.31233,-94.80474,0.0,242.3,511.0,DULARGE,IMO8767575,WCS8769,90,1,30,14,,39,A
367008450,2023-06-30T05:52:08,29.16807,-95.12215,4.5,229.0,511.0,CAPT HERBERT,,WRG8848,31,0,19,7,,52,A
368145870,2023-06-30T05:52:09,29.12956,-95.17627,4.8,224.7,511.0,LILLIANNE D,,WDL5939,57,12,123,34,3.1,57,A
368272520,2023-06-30T05:52:16,29.24073,-95.01562,4.6,48.3,51.0,ALYS,,WDN3530,31,12,23,9,3.4,57,A
368071410,2023-06-30T05:52:34,29.04600,-95.22418,3.0,203.8,206.0,BILLY CENAC,,WDK6121,52,12,21,11,3.0,52,A
368926309,2023-06-30T05:52:03,29.31271,-94.81784,0.0,244.7,511.0,R/V MANTA,,WZ 2603,0,5,30,12,1.5,0,A
366845060,2023-06-30T05:50:26,29.31224,-94.80235,0.0,247.2,511.0,ASHTON T,,WDIJ,90,5,28,7,,60,A
245261000,2023-06-30T05:50:08,29.30737,-94.82265,0.0,206.4,212.0,SPUIGRACHT,IMO9202534,PBBB,70,5,173,25,10.6,70,A
367629590,2023-06-30T05:53:01,29.31188,-94.82427,0.0,129.1,247.0,CAPT WAYNE TAYLOR,,WDH5608,31,5,17,6,,57,A
368052580,2023-06-30T05:53:06,29.30654,-94.82492,0.0,349.4,206.0,WOOD RIVER,IMO101233527,WDK4175,57,12,114,34,3.0,57,A
366884150,2023-06-30T05:53:22,29.30527,-94.81893,0.0,224.6,188.0,MARTIN EXPRESS,IMO8644448,WDB3169,31,12,16,6,,57,A
367170010,2023-06-30T05:53:21,29.30273,-94.88247,5.9,215.3,511.0,ST JUDE THADDEUS,,WDD6229,31,12,21,8,,57,A
367666920,2023-06-30T05:51:05,29.28566,-94.89586,3.8,57.7,57.0,BILL SEYMOUR,,WDH9328,31,12,27,,,31,A
368113430,2023-06-30T05:52:24,29.30856,-94.82148,0.0,85.0,195.0,BRANDON T. PASENTINE,,WDL2583,32,5,32,10,2.8,31,A
367125100,2023-06-30T05:52:25,29.27798,-94.97805,5.4,225.6,511.0,CAPT TOM ECHOLS SR,,WDC3771,31,12,20,7,,31,A
367000450,2023-06-30T05:53:15,29.28315,-94.96482,5.4,258.3,259.0,WILLIAM D,,WDG2968,99,12,29,10,2.7,57,A
367053160,2023-06-30T05:52:59,29.27742,-94.85467,0.0,240.5,511.0,COLONEL,,WCU3258,60,5,38,11,,67,A
338253000,2023-06-30T05:51:38,29.29503,-94.85796,0.0,360.0,511.0,RMS TRITON,,WDG5261,60,5,30,7,,60,A
368272520,2023-06-30T05:53:27,29.24169,-95.01428,4.6,51.2,48.0,ALYS,,WDN3530,31,12,23,9,3.4,57,A
367157150,2023-06-30T05:52:52,29.29398,-94.85768,0.0,245.9,511.0,RMS CITATION,IMO8033584,WDG5250,90,5,50,12,3.4,25,A
245261000,2023-06-30T05:53:08,29.30739,-94.82263,0.0,206.4,212.0,SPUIGRACHT,IMO9202534,PBBB,70,5,173,25,10.6,70,A
367016010,2023-06-30T05:50:55,29.31199,-94.80336,0.0,360.0,511.0,HENRY T,,WDC3903,31,0,15,7,,31,A
366845050,2023-06-30T05:53:21,29.31221,-94.80245,0.0,215.8,511.0,ERIN T,,WDII,60,0,29,7,,40,A
368146810,2023-06-30T05:53:14,29.11312,-95.19394,2.0,41.2,40.0,PONTCHARTRAIN,,WDL6039,57,12,113,34,3.1,57,A
367666920,2023-06-30T05:53:26,29.28680,-94.89391,2.5,56.2,57.0,BILL SEYMOUR,,WDH9328,31,12,27,,,31,A
366874110,2023-06-30T05:52:02,29.31230,-94.80412,0.0,244.6,511.0,PETITE,IMO8769810,WDB2268,90,0,22,17,1.7,99,A
366874110,2023-06-30T05:54:22,29.31228,-94.80422,0.0,247.9,511.0,PETITE,IMO8769810,WDB2268,90,0,22,17,1.7,99,A
366845060,2023-06-30T05:53:25,29.31226,-94.80234,0.0,247.4,511.0,ASHTON T,,WDIJ,90,5,28,7,,60,A
367125100,2023-06-30T05:48:33,29.28166,-94.97320,4.9,242.4,511.0,CAPT TOM ECHOLS SR,,WDC3771,31,12,20,7,,31,A
367113150,2023-06-30T05:51:50,29.06099,-95.21675,5.3,201.1,203.0,CHRIS PIKE,,WDD2269,31,0,26,9,,31,A
367113150,2023-06-30T05:54:01,29.05812,-95.21814,5.1,202.4,202.0,CHRIS PIKE,,WDD2269,31,0,26,9,,31,A
338245332,2023-06-30T05:54:17,29.28347,-94.85558,0.0,360.0,511.0,RUBAIYAT,IMO0000000,,37,,12,4,,,B
367113150,2023-06-30T05:49:21,29.06444,-95.21513,5.3,203.1,203.0,CHRIS PIKE,,WDD2269,31,0,26,9,,31,A
368076250,2023-06-30T05:53:08,29.10505,-95.20085,6.0,18.0,26.0,COASTAL RUNNER,,WDK6611,52,12,20,8,3.0,57,A
366884150,2023-06-30T05:52:13,29.30527,-94.81893,0.0,217.2,188.0,MARTIN EXPRESS,IMO8644448,WDB3169,31,12,16,6,,57,A
368611000,2023-06-30T05:54:12,29.29540,-94.85739,0.0,360.0,511.0,NEPTUNE,,WDG5258,90,5,32,7,,70,A
366845050,2023-06-30T05:52:11,29.31227,-94.80258,0.1,212.9,511.0,ERIN T,,WDII,60,0,29,7,,40,A
366845050,2023-06-30T05:54:31,29.31225,-94.80252,0.0,230.8,511.0,ERIN T,,WDII,60,0,29,7,,40,A
366687000,2023-06-30T05:53:59,29.29493,-94.85797,0.0,360.0,511.0,RMS ORION,,WDG5247,60,5,29,7,,60,A
368071410,2023-06-30T05:53:45,29.04507,-95.22460,2.9,200.7,205.0,BILLY CENAC,,WDK6121,52,12,21,11,3.0,52,A
368052580,2023-06-30T05:54:07,29.30654,-94.82490,0.0,349.4,206.0,WOOD RIVER,IMO101233527,WDK4175,57,12,114,34,3.0,57,A
338373465,2023-06-30T05:53:51,29.28414,-94.85755,0.0,14.3,76.0,LIONS DEN,IMO0000000,,37,,6,19,,,B
367008450,2023-06-30T05:53:17,29.16708,-95.12335,4.5,229.0,511.0,CAPT HERBERT,,WRG8848,31,0,19,7,,52,A
338253000,2023-06-30T05:54:36,29.29504,-94.85797,0.0,360.0,511.0,RMS TRITON,,WDG5261,60,5,30,7,,60,A
368148180,2023-06-30T05:52:05,29.30769,-94.82132,0.0,230.7,194.0,KAMI RENEE,,WDL6178,52,12,22,10,3.3,52,A
367008450,2023-06-30T05:49:47,29.16988,-95.11943,4.5,232.0,511.0,CAPT HERBERT,,WRG8848,31,0,19,7,,52,A
366884150,2023-06-30T05:54:23,29.30527,-94.81893,0.0,201.8,190.0,MARTIN EXPRESS,IMO8644448,WDB3169,31,12,16,6,,57,A
368146810,2023-06-30T05:54:22,29.11361,-95.19347,2.0,40.5,41.0,PONTCHARTRAIN,,WDL6039,57,12,113,34,3.1,57,A
367016010,2023-06-30T05:55:16,29.31198,-94.80336,0.0,360.0,511.0,HENRY T,,WDC3903,31,0,15,7,,31,A
366812000,2023-06-30T05:53:17,29.29495,-94.85795,0.0,360.0,511.0,BRUTUS,,WDG5253,90,5,30,7,,70,A
367666920,2023-06-30T05:54:34,29.28719,-94.89317,2.3,66.2,53.0,BILL SEYMOUR,,WDH9328,31,12,27,,,31,A
368272520,2023-06-30T05:54:36,29.24266,-95.01308,4.5,44.1,46.0,ALYS,,WDN3530,31,12,23,9,3.4,57,A
368272520,2023-06-30T05:49:55,29.23872,-95.01816,4.6,49.8,50.0,ALYS,,WDN3530,31,12,23,9,3.4,57,A
368926309,2023-06-30T05:55:00,29.31270,-94.81783,0.0,244.4,511.0,R/V MANTA,,WZ 2603,0,5,30,12,1.5,0,A
367530790,2023-06-30T05:53:32,29.28446,-94.85683,0.0,214.0,511.0,DR DARK,,WDG3896,37,,20,,,,B
367751160,2023-06-30T05:55:03,29.31310,-94.80980,0.0,275.2,189.0,CHARLIE C,,WDI9685,31,5,,,,57,A
368071410,2023-06-30T05:54:55,29.04418,-95.22497,3.0,201.1,205.0,BILLY CENAC,,WDK6121,52,12,21,11,3.0,52,A
367000450,2023-06-30T05:55:35,29.28251,-94.96874,5.4,254.8,258.0,WILLIAM D,,WDG2968,99,12,29,10,2.7,57,A
368052580,2023-06-30T05:50:56,29.30656,-94.82493,0.0,349.4,207.0,WOOD RIVER,IMO101233527,WDK4175,57,12,114,34,3.0,57,A
368052580,2023-06-30T05:55:17,29.30652,-94.82492,0.0,349.4,206.0,WOOD RIVER,IMO101233527,WDK4175,57,12,114,34,3.0,57,A
367125100,2023-06-30T05:54:43,29.27536,-94.98068,5.4,219.2,511.0,CAPT TOM ECHOLS SR,,WDC3771,31,12,20,7,,31,A
338168501,2023-06-30T05:54:15,29.29417,-94.85718,0.0,256.1,511.0,HPA FIREBOAT 3,,,90,0,,,,51,A
367008450,2023-06-30T05:54:26,29.16627,-95.12478,4.5,233.0,511.0,CAPT HERBERT,,WRG8848,31,0,19,7,,52,A
366812000,2023-06-30T05:54:28,29.29493,-94.85793,0.0,360.0,511.0,BRUTUS,,WDG5253,90,5,30,7,,70,A
316031199,2023-06-30T05:55:33,29.29427,-94.96903,0.0,62.0,511.0,OASIS,IMO0000000,CFN7388,36,,14,4,,,B
367008450,2023-06-30T05:55:27,29.16563,-95.12605,4.5,232.0,511.0,CAPT HERBERT,,WRG8848,31,0,19,7,,52,A
367170010,2023-06-30T05:49:52,29.30708,-94.87775,6.1,226.5,511.0,ST JUDE THADDEUS,,WDD6229,31,12,21,8,,57,A
366874110,2023-06-30T05:53:13,29.31231,-94.80418,0.0,246.5,511.0,PETITE,IMO8769810,WDB2268,90,0,22,17,1.7,99,A
367125100,2023-06-30T05:55:53,29.27407,-94.98199,5.4,220.9,511.0,CAPT TOM ECHOLS SR,,WDC3771,31,12,20,7,,31,A
367016010,2023-06-30T05:56:25,29.31198,-94.80336,0.0,360.0,511.0,HENRY T,,WDC3903,31,0,15,7,,31,A
366845050,2023-06-30T05:55:41,29.31226,-94.80254,0.0,234.1,511.0,ERIN T,,WDII,60,0,29,7,,40,A
338168501,2023-06-30T05:55:25,29.29414,-94.85713,0.0,253.9,511.0,HPA FIREBOAT 3,,,90,0,,,,51,A
367170010,2023-06-30T05:51:01,29.30568,-94.87940,6.3,225.9,511.0,ST JUDE THADDEUS,,WDD6229,31,12,21,8,,57,A
367170010,2023-06-30T05:55:41,29.29923,-94.88460,6.3,206.0,511.0,ST JUDE THADDEUS,,WDD6229,31,12,21,8,,57,A
366874110,2023-06-30T05:55:32,29.31228,-94.80420,0.0,246.1,511.0,PETITE,IMO8769810,WDB2268,90,0,22,17,1.7,99,A
367629590,2023-06-30T05:56:07,29.31188,-94.82427,0.0,38.7,247.0,CAPT WAYNE TAYLOR,,WDH5608,31,5,17,6,,57,A
366884150,2023-06-30T05:55:32,29.30527,-94.81893,0.0,246.3,188.0,MARTIN EXPRESS,IMO8644448,WDB3169,31,12,16,6,,57,A
368146810,2023-06-30T05:55:44,29.11419,-95.19289,2.1,44.0,43.0,PONTCHARTRAIN,,WDL6039,57,12,113,34,3.1,57,A
245261000,2023-06-30T05:56:08,29.30737,-94.82263,0.0,206.4,212.0,SPUIGRACHT,IMO9202534,PBBB,70,5,173,25,10.6,70,A
368272520,2023-06-30T05:55:45,29.24370,-95.01187,4.6,43.5,49.0,ALYS,,WDN3530,31,12,23,9,3.4,57,A
367053160,2023-06-30T05:55:58,29.27744,-94.85466,0.0,245.1,511.0,COLONEL,,WCU3258,60,5,38,11,,67,A
368076250,2023-06-30T05:56:28,29.10963,-95.19795,4.5,34.0,43.0,COASTAL RUNNER,,WDK6611,52,12,20,8,3.0,57,A
367000450,2023-06-30T05:54:25,29.28287,-94.96682,5.4,261.2,257.0,WILLIAM D,,WDG2968,99,12,29,10,2.7,57,A
368145870,2023-06-30T05:55:30,29.12624,-95.17988,5.0,223.6,511.0,LILLIANNE D,,WDL5939,57,12,123,34,3.1,57,A
368148180,2023-06-30T05:53:13,29.30763,-94.82134,0.0,230.7,195.0,KAMI RENEE,,WDL6178,52,12,22,10,3.3,52,A
368145870,2023-06-30T05:53:20,29.12840,-95.17756,4.9,222.5,511.0,LILLIANNE D,,WDL5939,57,12,123,34,3.1,57,A
368148180,2023-06-30T05:50:54,29.30771,-94.82135,0.0,230.7,195.0,KAMI RENEE,,WDL6178,52,12,22,10,3.3,52,A
366845060,2023-06-30T05:56:26,29.31224,-94.80237,0.0,247.3,511.0,ASHTON T,,WDIJ,90,5,28,7,,60,A
367008450,2023-06-30T05:56:37,29.16487,-95.12755,4.6,235.0,511.0,CAPT HERBERT,,WRG8848,31,0,19,7,,52,A
368146810,2023-06-30T05:56:54,29.11465,-95.19231,2.1,47.2,41.0,PONTCHARTRAIN,,WDL6039,57,12,113,34,3.1,57,A
368148180,2023-06-30T05:55:34,29.30767,-94.82138,0.0,230.7,195.0,KAMI RENEE,,WDL6178,52,12,22,10,3.3,52,A
368052580,2023-06-30T05:56:27,29.30654,-94.82492,0.0,349.4,206.0,WOOD RIVER,IMO101233527,WDK4175,57,12,114,34,3.0,57,A
368071410,2023-06-30T05:56:04,29.04330,-95.22538,2.8,199.7,203.0,BILLY CENAC,,WDK6121,52,12,21,11,3.0,52,A
367000450,2023-06-30T05:56:44,29.28223,-94.97065,5.4,264.5,255.0,WILLIAM D,,WDG2968,99,12,29,10,2.7,57,A
366845050,2023-06-30T05:56:50,29.31225,-94.80255,0.0,240.2,511.0,ERIN T,,WDII,60,0,29,7,,40,A
338373465,2023-06-30T05:56:50,29.28414,-94.85756,0.0,14.3,76.0,LIONS DEN,IMO0000000,,37,,6,19,,,B
367690010,2023-06-30T05:54:24,29.22320,-95.03056,4.4,22.0,19.0,CAPT PRIMEAUX,,WDI3600,31,12,23,,,57,A
366874110,2023-06-30T05:56:42,29.31229,-94.80424,0.0,243.9,511.0,PETITE,IMO8769810,WDB2268,90,0,22,17,1.7,99,A
367771000,2023-06-30T05:54:28,29.30841,-94.80837,0.0,127.3,92.0,INNOVATION,IMO9542594,WDF4831,31,5,41,12,5.8,57,A
368148180,2023-06-30T05:54:23,29.30766,-94.82131,0.0,230.7,195.0,KAMI RENEE,,WDL6178,52,12,22,10,3.3,52,A
338407582,2023-06-30T05:56:52,29.28201,-94.83900,0.5,322.4,31.0,A-TEAM,IMO0000000,,37,,19,6,,,B
367170010,2023-06-30T05:56:50,29.29732,-94.88562,6.7,204.4,511.0,ST JUDE THADDEUS,,WDD6229,31,12,21,8,,57,A
367125100,2023-06-30T05:57:03,29.27274,-94.98330,5.5,220.9,511.0,CAPT TOM ECHOLS SR,,WDC3771,31,12,20,7,,31,A
